workshop_id,weight,rule
1540800137,1.000000,"0-2000 blocks, one in 1"
1541117789,1.000000,"0-2000 blocks, one in 1"
1541146686,1.000000,"0-2000 blocks, one in 1"
1542938253,20.181818,"15000-22000 blocks, one in 20"
1543262607,7.987805,"5000-10000 blocks, one in 8"
1543478291,1.000000,"0-2000 blocks, one in 1"
1543478647,1.000000,"0-2000 blocks, one in 1"
1544768687,1.000000,"0-2000 blocks, one in 1"
1545297943,1.000000,"critical in the reference walk"
1545484952,1.000000,"0-2000 blocks, one in 1"
1545501044,1.000000,"0-2000 blocks, one in 1"
1545597470,1.000000,"0-2000 blocks, one in 1"
1546470091,1.000000,"0-2000 blocks, one in 1"
1548255088,1.000000,"0-2000 blocks, one in 1"
1548311043,1.000000,"0-2000 blocks, one in 1"
1551469609,1.000000,"0-2000 blocks, one in 1"
1551559252,1.000000,"0-2000 blocks, one in 1"
1551606828,1.000000,"0-2000 blocks, one in 1"
1553013905,7.987805,"5000-10000 blocks, one in 8"
1553279425,1.000000,"0-2000 blocks, one in 1"
1554380653,1.000000,"0-2000 blocks, one in 1"
1554940266,1.000000,"0-2000 blocks, one in 1"
1555962598,1.000000,"0-2000 blocks, one in 1"
1556013223,1.000000,"0-2000 blocks, one in 1"
1556251780,1.000000,"0-2000 blocks, one in 1"
1556261376,1.000000,"0-2000 blocks, one in 1"
1556916950,1.000000,"0-2000 blocks, one in 1"
1561176574,1.000000,"0-2000 blocks, one in 1"
1562877065,1.000000,"0-2000 blocks, one in 1"
